age,account_type,city_tier,tenure_days,account_balance,avg_monthly_spend,avg_txn_amount,avg_txn_per_day,usual_txn_hour,txn_type,txn_amount,txn_hour,txn_day_of_week,is_weekend,amount_to_avg_ratio,balance_drain_pct,hour_anomaly,velocity_24hr,new_txn_type_flag,large_round_amt_flag,days_since_last_txn,prior_fraud_complaint,fraud_type,is_fraud,account_type_enc,txn_type_enc,age_group
60,Savings,2,4998,117656,28260,1997,2,18,UPI,4523,18,6,1,2.26,3.84,0,1,1,0,0,0,None,0,2,6,41-60
58,Savings,3,987,74794,12081,707,1,10,UPI,59448,13,5,1,50.0,79.48,0,1,0,0,1,0,Unauthorized_Transfer,1,2,6,41-60
45,Salary,3,4446,190280,54996,3505,3,12,UPI,3242,11,4,0,0.92,1.7,0,3,0,0,0,0,None,0,1,6,41-60
44,Salary,3,2076,41619,13077,2913,4,15,UPI,4684,14,3,0,1.61,11.25,0,2,0,0,0,0,None,0,1,6,41-60
25,Savings,1,588,19011,1657,369,5,13,IMPS,251,12,0,0,0.68,1.32,0,1,0,0,0,0,None,0,2,4,18-25
53,Salary,1,4477,119441,32870,1761,4,17,UPI,1432,21,4,0,0.81,1.2,0,3,0,0,7,0,None,0,1,6,41-60
52,Savings,1,2010,105946,28398,3720,2,8,UPI,5731,7,1,0,1.54,5.41,0,1,0,0,3,0,None,0,2,6,41-60
32,Salary,1,649,143069,38427,2008,1,8,UPI,1550,9,2,0,0.77,1.08,0,4,0,0,1,0,None,0,1,6,26-40
49,Savings,3,4921,130407,28776,2866,2,12,IMPS,2096,8,5,1,0.73,1.61,0,1,0,0,0,0,None,0,2,4,41-60
34,Savings,3,1661,123267,30682,2580,2,12,IMPS,6044,12,6,1,2.34,4.9,1,3,0,0,0,0,None,0,2,4,26-40
65,Savings,3,4155,159279,30778,1559,1,21,CASH_OUT,1393,19,2,0,0.89,0.87,0,1,1,0,2,0,None,0,2,2,60+
33,Current,1,4667,413193,111193,5573,2,15,UPI,12221,13,5,1,2.19,2.96,0,3,0,0,0,0,None,0,0,6,26-40
60,Savings,2,4419,113121,14524,1056,1,8,DEBIT_CARD,1597,4,0,0,1.51,1.41,0,1,0,0,1,0,None,0,2,3,41-60
36,Savings,2,3666,130709,28290,1989,1,11,DEBIT_CARD,4381,11,6,1,2.2,3.35,0,3,0,0,0,0,None,0,2,3,26-40
58,Savings,1,939,272076,62366,7030,2,20,UPI,78705,15,0,0,11.19,28.93,0,1,0,0,0,0,Phishing,1,2,6,41-60
34,Savings,3,1128,143746,31848,7751,1,20,IMPS,8057,20,0,0,1.04,5.6,0,1,0,0,0,0,None,0,2,4,26-40
41,Savings,1,4344,110823,15356,2710,2,19,DEBIT_CARD,3136,22,3,0,1.16,2.83,0,2,0,0,3,0,None,0,2,3,41-60
18,Savings,3,4955,94933,28336,1771,1,14,UPI,3423,18,0,0,1.93,3.61,0,1,1,0,3,0,None,0,2,6,18-25
37,Salary,3,1754,42194,3754,248,1,17,UPI,619,18,4,0,2.49,1.47,0,1,0,0,1,0,None,0,1,6,26-40
27,Salary,1,3524,119873,25749,5071,3,18,CASH_OUT,5021,19,1,0,0.99,4.19,0,1,0,0,0,0,None,0,1,2,26-40
51,Salary,3,2760,29265,6248,446,1,21,CASH_OUT,390,23,4,0,0.87,1.33,0,3,1,0,0,0,None,0,1,2,41-60
64,Savings,2,991,100223,25241,1414,1,10,NEFT,60272,19,1,0,42.6,60.14,1,2,0,0,0,0,Unauthorized_Transfer,1,2,5,60+
66,Salary,3,898,138593,43820,3583,1,16,BILL_PAY,5936,16,3,0,1.66,4.28,0,1,0,0,2,0,None,0,1,0,60+
37,Savings,2,4554,170620,52215,3883,2,13,UPI,57175,12,6,1,14.72,33.51,0,1,1,0,0,0,Phishing,1,2,6,26-40
39,Savings,1,3334,164640,50644,4763,1,8,UPI,2504,10,4,0,0.53,1.52,0,2,0,0,0,0,None,0,2,6,26-40
30,Savings,1,2957,80594,24476,1517,1,14,CASH_OUT,2729,15,5,1,1.8,3.39,0,3,0,0,1,0,None,0,2,2,26-40
24,Salary,3,4456,80214,7590,753,1,9,UPI,850,6,2,0,1.13,1.06,0,1,1,0,2,0,None,0,1,6,18-25
40,Salary,1,857,122106,21392,2117,2,19,UPI,2641,21,4,0,1.25,2.16,0,1,0,0,0,1,None,0,1,6,26-40
65,Savings,2,2010,50859,7896,1443,5,11,CASH_OUT,2947,9,5,1,2.04,5.79,1,1,0,0,1,0,None,0,2,2,60+
64,Salary,2,1838,45635,12490,641,1,17,CASH_OUT,1497,13,3,0,2.33,3.28,0,1,0,0,0,0,None,0,1,2,60+
43,Savings,2,4254,271662,27333,2096,1,11,UPI,27441,18,4,0,13.09,10.1,1,2,0,0,1,0,Phishing,1,2,6,41-60
44,Salary,3,2247,171391,51017,3429,2,11,NEFT,146287,22,2,0,42.65,85.35,1,6,1,0,1,0,Account_Takeover,1,1,5,41-60
58,Savings,3,2703,82755,5202,793,3,14,UPI,722,11,5,1,0.91,0.87,0,2,0,0,0,0,None,0,2,6,41-60
60,Savings,2,4926,181050,27993,2472,3,8,UPI,1574,8,2,0,0.64,0.87,0,1,0,0,1,0,None,0,2,6,41-60
42,Current,1,445,133752,34938,2677,2,18,IMPS,3606,19,6,1,1.35,2.7,0,2,0,0,0,0,None,0,0,4,41-60
63,Savings,1,4841,65784,11263,1695,2,10,UPI,3448,8,0,0,2.03,5.24,0,3,0,0,0,0,None,0,2,6,60+
44,Savings,1,4551,127863,36791,9122,3,17,BILL_PAY,10393,14,4,0,1.14,8.13,0,2,0,0,1,0,None,0,2,0,41-60
53,Savings,1,2682,108911,17415,1131,1,11,UPI,1492,7,0,0,1.32,1.37,0,1,0,0,0,0,None,0,2,6,41-60
60,Salary,2,4406,149702,17970,3116,1,8,IMPS,4256,7,5,1,1.37,2.84,0,3,0,0,0,0,None,0,1,4,41-60
41,Current,1,3551,118554,14688,1005,1,10,UPI,8648,10,0,0,8.6,7.29,0,2,1,0,0,0,Phishing,1,0,6,41-60
43,Current,2,2019,165337,9361,799,2,9,IMPS,780,10,6,1,0.98,0.47,0,1,0,0,1,0,None,0,0,4,41-60
32,Salary,2,2876,54833,13993,801,1,9,IMPS,1128,11,2,0,1.41,2.06,0,1,1,0,3,0,None,0,1,4,26-40
59,Salary,1,2839,224359,57025,3532,1,16,IMPS,154895,1,4,0,43.84,69.04,1,3,1,0,2,0,Account_Takeover,1,1,4,41-60
67,Salary,2,1483,92445,19747,1512,3,9,UPI,1104,10,5,1,0.73,1.19,0,1,0,0,1,0,None,0,1,6,60+
25,Current,1,3431,407650,55576,6232,4,19,IMPS,6624,19,1,0,1.06,1.62,0,1,0,0,3,0,None,0,0,4,18-25
59,Current,1,4896,124229,34003,2366,2,16,NEFT,72308,8,3,0,30.55,58.2,1,3,1,0,1,0,Unauthorized_Transfer,1,0,5,41-60
64,Savings,3,2425,10981,605,122,4,11,UPI,185,13,2,0,1.5,1.68,0,2,0,0,1,0,None,0,2,6,60+
36,Savings,3,4152,170147,44170,3552,4,17,NEFT,4248,13,0,0,1.2,2.5,0,2,0,0,3,0,None,0,2,5,26-40
61,Savings,2,4484,81437,14614,924,2,18,IMPS,75246,3,4,0,50.0,92.4,1,3,1,0,2,0,Account_Takeover,1,2,4,60+
55,Savings,2,4344,76088,14020,1862,1,15,IMPS,4259,14,1,0,2.29,5.6,0,1,0,0,0,0,None,0,2,4,41-60
57,Savings,2,1712,110795,24889,2204,5,19,IMPS,4077,20,2,0,1.85,3.68,0,1,0,0,2,0,None,0,2,4,41-60
32,Savings,3,1421,137782,41190,4660,2,17,UPI,2659,18,4,0,0.57,1.93,0,1,0,0,2,0,None,0,2,6,26-40
63,Current,2,2618,396208,105454,6110,1,9,UPI,6032,9,2,0,0.99,1.52,0,3,1,0,14,0,None,0,0,6,60+
68,Salary,1,3325,58080,8446,702,2,19,DEBIT_CARD,853,19,5,1,1.21,1.47,0,3,0,0,7,0,None,0,1,3,60+
32,Savings,3,2063,147710,50868,4203,1,14,NEFT,10195,12,0,0,2.43,6.9,0,1,0,0,1,0,None,0,2,5,26-40
56,Savings,1,892,94650,12724,2583,1,12,UPI,1766,10,2,0,0.68,1.87,0,3,0,0,0,0,None,0,2,6,41-60
49,Salary,2,4889,42742,4076,277,1,16,UPI,502,15,3,0,1.81,1.17,0,4,0,0,0,0,None,0,1,6,41-60
57,Savings,1,4250,69587,22825,3980,2,12,BILL_PAY,2309,7,4,0,0.58,3.32,1,1,0,0,0,0,None,0,2,0,41-60
50,Salary,3,2467,49200,9441,553,2,12,UPI,1123,9,4,0,2.03,2.28,0,3,0,0,0,0,None,0,1,6,41-60
52,Savings,1,4905,157975,18898,1148,3,13,UPI,86126,10,3,0,50.0,54.52,0,3,1,0,0,0,Unauthorized_Transfer,1,2,6,41-60
63,Salary,1,2607,43610,12133,3017,2,19,CASH_OUT,4606,16,2,0,1.53,10.56,0,3,0,0,0,0,None,0,1,2,60+
38,Savings,1,1558,18091,1691,127,1,20,NEFT,16585,3,4,0,50.0,91.67,1,3,1,0,1,0,Account_Takeover,1,2,5,26-40
35,Savings,1,4044,60512,17293,4308,1,13,CASH_OUT,10000,2,5,1,2.32,16.53,1,3,0,1,2,0,Card_Skimming,1,2,2,26-40
34,Savings,2,3680,166227,28283,3594,4,18,NEFT,1438,22,5,1,0.4,0.87,0,2,0,0,2,0,None,0,2,5,26-40
18,Salary,1,1015,126827,35268,2459,1,19,NEFT,1549,15,1,0,0.63,1.22,0,1,0,0,1,0,None,0,1,5,18-25
36,Salary,2,320,36738,11698,667,3,13,IMPS,1276,12,0,0,1.91,3.47,0,3,0,0,7,0,None,0,1,4,26-40
25,Savings,2,3621,197356,37210,4202,2,11,DEBIT_CARD,3060,12,5,1,0.73,1.55,0,3,0,0,2,0,None,0,2,3,18-25
40,Savings,2,2644,149100,15313,1051,3,17,IMPS,1595,21,3,0,1.52,1.07,0,3,0,0,0,0,None,0,2,4,26-40
59,Current,2,813,270925,52280,3141,2,9,NEFT,147550,14,0,0,46.96,54.46,1,2,1,0,0,0,Unauthorized_Transfer,1,0,5,41-60
59,Salary,1,2634,87293,16820,879,1,19,DEBIT_CARD,1556,17,6,1,1.77,1.78,0,2,0,0,0,0,None,0,1,3,41-60
67,Savings,2,4089,135931,16343,1495,3,15,UPI,3198,17,1,0,2.14,2.35,0,2,0,0,0,0,None,0,2,6,60+
64,Savings,2,3512,19405,6412,609,2,19,UPI,606,23,3,0,0.99,3.12,0,2,0,0,2,0,None,0,2,6,60+
58,Savings,1,214,182314,45269,2295,1,8,UPI,4775,6,3,0,2.08,2.62,0,1,0,0,3,0,None,0,2,6,41-60
55,Salary,2,4012,39014,5437,288,1,9,IMPS,20793,15,4,0,50.0,53.29,1,1,1,0,0,0,Unauthorized_Transfer,1,1,4,41-60
43,Salary,3,1859,138837,47199,11172,4,17,BILL_PAY,17536,18,5,1,1.57,12.63,0,1,0,0,3,0,None,0,1,0,41-60
29,Savings,3,1434,22240,6681,379,1,21,UPI,904,22,2,0,2.38,4.06,0,1,0,0,1,0,None,0,2,6,26-40
29,Salary,2,2083,62064,11334,620,3,8,IMPS,1446,10,6,1,2.33,2.33,0,1,0,0,0,0,None,0,1,4,26-40
45,Savings,1,2303,147559,11696,628,2,17,IMPS,315,17,1,0,0.5,0.21,0,2,0,0,3,0,None,0,2,4,41-60
36,Salary,3,365,162178,13790,1244,1,9,BILL_PAY,1008,8,2,0,0.81,0.62,0,2,0,0,1,0,None,0,1,0,26-40
21,Current,1,2723,59931,4200,372,4,9,CASH_OUT,252,9,6,1,0.68,0.42,0,1,0,0,7,0,None,0,0,2,18-25
47,Salary,3,2580,81640,19101,1113,1,20,NEFT,1792,17,4,0,1.61,2.19,0,3,0,0,3,0,None,0,1,5,41-60
54,Savings,2,105,31840,2028,205,3,14,CASH_OUT,446,13,4,0,2.17,1.4,0,2,0,0,14,0,None,0,2,2,41-60
45,Salary,2,4443,165951,57646,6914,3,15,BILL_PAY,16759,19,6,1,2.42,10.1,0,2,0,0,0,0,None,0,1,0,41-60
18,Savings,3,1570,87253,16611,1601,5,16,NEFT,2364,17,4,0,1.48,2.71,0,1,0,0,1,0,None,0,2,5,18-25
47,Savings,2,223,182008,21101,1074,3,14,DEBIT_CARD,25000,1,4,0,23.26,13.74,0,2,0,1,0,0,Card_Skimming,1,2,3,41-60
41,Savings,3,3540,106206,33887,4188,1,15,IMPS,6978,14,5,1,1.67,6.57,0,2,0,0,1,0,None,0,2,4,41-60
63,Savings,3,1419,299047,87876,10209,2,13,UPI,150744,19,0,0,14.76,50.41,1,2,0,0,1,0,Phishing,1,2,6,60+
37,Current,2,1803,45756,15103,795,3,19,UPI,21784,10,6,1,27.37,47.61,1,1,0,0,0,0,Unauthorized_Transfer,1,0,6,26-40
52,Savings,3,573,258735,74045,10939,2,17,IMPS,176470,3,2,0,16.13,68.2,1,6,1,0,2,0,Account_Takeover,1,2,4,41-60
63,Current,2,2421,67770,5019,259,1,13,IMPS,593,13,6,1,2.28,0.88,0,2,0,0,1,0,None,0,0,4,60+
50,Savings,2,290,137392,39846,2182,4,19,IMPS,4684,19,0,0,2.15,3.41,1,1,0,0,3,0,None,0,2,4,41-60
64,Savings,3,4299,98490,8505,1096,2,12,NEFT,70634,19,1,0,50.0,71.72,1,2,0,0,0,0,Unauthorized_Transfer,1,2,5,60+
37,Savings,2,3712,130819,31680,3404,1,20,UPI,18750,10,2,0,5.51,14.33,1,2,0,0,0,0,Phishing,1,2,6,26-40
45,Savings,1,2863,189175,64303,10893,1,20,IMPS,87113,12,2,0,8.0,46.05,1,1,1,0,0,0,Unauthorized_Transfer,1,2,4,41-60
63,Savings,1,150,61034,4291,662,2,17,IMPS,824,20,3,0,1.24,1.35,0,1,0,0,0,0,None,0,2,4,60+
41,Salary,1,2917,107453,14540,1062,3,11,CASH_OUT,1748,12,6,1,1.64,1.63,1,1,0,0,0,0,None,0,1,2,41-60
69,Salary,3,1857,12762,929,150,3,9,UPI,221,8,4,0,1.46,1.73,0,1,0,0,1,0,None,0,1,6,60+
19,Salary,1,2867,174085,50374,2551,1,14,CASH_IN,4210,12,2,0,1.65,2.42,0,3,0,0,3,0,None,0,1,1,18-25
44,Savings,1,3177,143755,36774,3403,2,9,NEFT,4244,12,1,0,1.25,2.95,0,3,0,0,0,0,None,0,2,5,41-60
55,Salary,2,3507,46502,5225,721,1,17,DEBIT_CARD,5000,0,3,0,6.93,10.75,1,2,1,1,0,0,Card_Skimming,1,1,3,41-60
38,Current,2,2212,309896,39306,3243,2,20,IMPS,3612,20,4,0,1.11,1.17,0,2,0,0,0,0,None,0,0,4,26-40
48,Salary,3,1255,62415,20786,1335,1,18,IMPS,45497,3,1,0,34.05,72.89,1,9,1,0,0,0,SIM_Swap,1,1,4,41-60
61,Savings,1,445,146565,7754,403,4,8,BILL_PAY,195,8,6,1,0.48,0.13,0,4,0,0,0,0,None,0,2,0,60+
67,Current,1,3638,204626,60404,7030,5,15,IMPS,2797,17,6,1,0.4,1.37,0,3,0,0,1,0,None,0,0,4,60+
60,Salary,1,4962,171591,15166,1588,2,13,NEFT,162289,2,3,0,50.0,94.58,1,3,1,0,0,0,Account_Takeover,1,1,5,41-60
68,Savings,3,4372,181475,51680,3591,1,10,CASH_OUT,6425,10,5,1,1.79,3.54,0,2,0,0,1,0,None,0,2,2,60+
30,Savings,1,1290,178658,33898,2836,1,20,IMPS,2711,17,4,0,0.96,1.52,0,1,0,0,0,0,None,0,2,4,26-40
20,Savings,1,618,165422,47788,5947,1,8,UPI,8446,7,3,0,1.42,5.11,0,2,0,0,0,0,None,0,2,6,18-25
61,Salary,1,334,22716,1389,88,1,19,UPI,141,16,5,1,1.58,0.62,0,2,0,0,0,0,None,0,1,6,60+
42,Salary,1,3343,15974,2932,243,1,21,UPI,585,21,1,0,2.4,3.66,0,2,1,0,7,0,None,0,1,6,41-60
55,Current,1,4679,339535,19007,1332,3,9,UPI,1130,5,1,0,0.85,0.33,0,2,0,0,0,0,None,0,0,6,41-60
58,Savings,3,3300,183575,39958,2658,3,20,CASH_OUT,3550,22,2,0,1.34,1.93,0,1,0,0,3,0,None,0,2,2,41-60
39,Savings,1,4905,146451,42258,3535,2,14,IMPS,135985,1,2,0,38.46,92.85,1,9,0,0,0,0,SIM_Swap,1,2,4,26-40
38,Savings,1,1209,182668,18447,998,2,13,CASH_OUT,2301,14,1,0,2.3,1.26,0,3,0,0,1,0,None,0,2,2,26-40
51,Savings,2,4057,50813,4293,943,2,21,UPI,691,21,2,0,0.73,1.36,0,2,0,0,0,0,None,0,2,6,41-60
40,Current,1,2847,228717,36478,5169,2,18,CASH_OUT,12622,19,6,1,2.44,5.52,0,3,0,0,3,0,None,0,0,2,26-40
44,Savings,1,1063,4750,723,38,5,9,UPI,22,9,2,0,0.56,0.46,0,3,0,0,1,0,None,0,2,6,41-60
45,Savings,1,2579,87685,28740,1486,2,15,UPI,2197,14,1,0,1.48,2.51,0,4,0,0,2,0,None,0,2,6,41-60
65,Current,3,102,348212,25587,1535,3,19,UPI,982,16,2,0,0.64,0.28,0,3,0,0,2,0,None,0,0,6,60+
57,Salary,3,3135,137793,25210,2072,1,17,UPI,13516,13,6,1,6.52,9.81,0,2,0,0,0,1,Phishing,1,1,6,41-60
23,Salary,1,4186,116326,29945,2357,2,19,CASH_IN,3495,19,1,0,1.48,3.0,0,2,1,0,7,1,None,0,1,1,18-25
61,Savings,3,295,190414,30370,2581,4,13,UPI,4845,13,6,1,1.88,2.54,0,1,0,0,2,0,None,0,2,6,60+
20,Current,3,4310,228303,75967,16136,1,10,NEFT,11581,9,0,0,0.72,5.07,0,2,0,0,1,0,None,0,0,5,18-25
39,Current,1,4882,350197,105203,10834,1,19,DEBIT_CARD,8783,22,5,1,0.81,2.51,0,2,0,0,3,0,None,0,0,3,26-40
49,Savings,1,3855,35390,9800,630,2,15,DEBIT_CARD,996,14,1,0,1.58,2.81,0,1,0,0,0,0,None,0,2,3,41-60
49,Savings,2,2336,18512,1650,96,1,9,CASH_OUT,18512,23,4,0,50.0,99.99,1,5,0,0,0,1,Card_Skimming,1,2,2,41-60
56,Savings,2,147,134518,35568,4052,1,21,UPI,8562,22,6,1,2.11,6.36,0,4,0,0,1,0,None,0,2,6,41-60
41,Savings,1,1421,140827,14708,2774,3,16,UPI,22233,9,2,0,8.01,15.79,1,1,1,0,0,0,Phishing,1,2,6,41-60
46,Current,2,3466,258845,45453,3146,3,12,DEBIT_CARD,2744,12,1,0,0.87,1.06,0,4,0,0,0,0,None,0,0,3,41-60
42,Savings,2,3346,87595,21656,1330,2,15,IMPS,64159,2,0,0,48.2,73.24,1,5,1,0,1,0,SIM_Swap,1,2,4,41-60
67,Savings,2,833,197813,55128,2838,1,8,DEBIT_CARD,931,6,6,1,0.33,0.47,0,3,0,0,1,0,None,0,2,3,60+
41,Current,3,241,121118,6710,355,5,21,UPI,660,19,1,0,1.85,0.54,0,2,0,0,0,0,None,0,0,6,41-60
29,Savings,1,1480,42878,12577,797,2,10,UPI,863,11,2,0,1.08,2.01,0,2,0,0,0,0,None,0,2,6,26-40
45,Current,3,4384,248818,53826,3598,4,10,DEBIT_CARD,4633,7,6,1,1.29,1.86,0,2,1,0,1,0,None,0,0,3,41-60
62,Current,3,4666,51423,9141,2049,1,9,UPI,40692,6,2,0,19.85,79.13,0,1,1,0,0,0,Unauthorized_Transfer,1,0,6,60+
52,Savings,3,4001,191256,58278,3103,1,16,IMPS,4255,13,3,0,1.37,2.22,0,3,0,0,0,0,None,0,2,4,41-60
25,Salary,3,3547,148029,47694,3271,3,9,CASH_IN,4061,5,4,0,1.24,2.74,0,2,0,0,1,0,None,0,1,1,18-25
68,Savings,1,2327,106570,16226,1287,1,9,UPI,1930,9,1,0,1.5,1.81,0,1,0,0,0,0,None,0,2,6,60+
25,Savings,3,4695,185958,15590,822,2,15,BILL_PAY,1638,14,3,0,1.99,0.88,0,2,1,0,1,0,None,0,2,0,18-25
25,Savings,3,2192,122186,37308,4346,3,20,IMPS,9561,19,0,0,2.2,7.82,0,2,0,0,1,0,None,0,2,4,18-25
33,Salary,3,3002,75025,22417,1142,2,11,UPI,2124,6,5,1,1.86,2.83,0,2,0,0,1,0,None,0,1,6,26-40
50,Savings,2,4550,144121,31713,3338,3,14,UPI,4083,15,6,1,1.22,2.83,0,4,0,0,1,0,None,0,2,6,41-60
52,Savings,1,3372,119036,33098,3437,2,15,IMPS,77481,2,1,0,22.54,65.09,1,5,0,0,0,0,Account_Takeover,1,2,4,41-60
66,Savings,2,1155,87609,17978,1131,1,21,BILL_PAY,2758,20,3,0,2.44,3.15,0,1,0,0,7,0,None,0,2,0,60+
53,Salary,2,3778,250550,52707,12017,1,18,NEFT,191736,13,1,0,15.95,76.53,1,2,1,0,0,0,Unauthorized_Transfer,1,1,5,41-60
61,Savings,3,3808,42515,8403,493,4,15,CASH_OUT,922,14,5,1,1.87,2.17,0,2,0,0,0,0,None,0,2,2,60+
44,Savings,1,1848,23876,3407,224,2,19,DEBIT_CARD,492,19,3,0,2.19,2.06,0,1,0,0,0,0,None,0,2,3,41-60
52,Savings,2,631,181292,62250,13049,3,8,CASH_OUT,17920,6,5,1,1.37,9.88,0,2,0,0,0,0,None,0,2,2,41-60
28,Salary,1,2711,108247,34167,2564,1,18,DEBIT_CARD,1416,17,0,0,0.55,1.31,0,1,0,0,2,0,None,0,1,3,26-40
18,Salary,3,854,80203,24547,1580,1,20,UPI,500,22,2,0,0.32,0.62,0,3,0,0,0,0,None,0,1,6,18-25
34,Savings,1,444,118369,34347,3794,1,17,CASH_OUT,5516,16,1,0,1.45,4.66,0,3,0,0,2,0,None,0,2,2,26-40
58,Salary,1,2952,104857,9923,2416,3,8,UPI,4196,6,5,1,1.74,4.0,0,2,0,0,0,0,None,0,1,6,41-60
61,Savings,3,219,144394,7642,749,2,18,IMPS,290,19,1,0,0.39,0.2,0,1,0,0,1,0,None,0,2,4,60+
37,Savings,1,2496,197710,68162,3625,1,13,IMPS,3891,15,4,0,1.07,1.97,0,1,0,0,0,0,None,0,2,4,26-40
35,Savings,2,3383,111641,8610,1682,2,11,BILL_PAY,1380,12,1,0,0.82,1.24,0,2,0,0,1,0,None,0,2,0,26-40
22,Salary,2,4059,94274,13417,696,1,15,UPI,496,18,5,1,0.71,0.53,1,1,0,0,0,0,None,0,1,6,18-25
38,Savings,1,2423,183872,54725,2964,1,18,CASH_OUT,2766,17,4,0,0.93,1.5,0,1,0,0,2,0,None,0,2,2,26-40
26,Savings,2,3354,83371,10945,1429,1,19,NEFT,1025,17,0,0,0.72,1.23,0,3,0,0,3,0,None,0,2,5,26-40
47,Savings,1,157,196045,30099,7162,2,19,UPI,51765,13,6,1,7.23,26.4,1,2,1,0,2,1,Phishing,1,2,6,41-60
67,Salary,2,4433,96751,29131,4709,1,9,NEFT,3410,10,4,0,0.72,3.52,0,2,0,0,1,0,None,0,1,5,60+
39,Savings,1,782,145208,34705,2019,1,12,IMPS,2826,11,1,0,1.4,1.95,0,1,0,0,2,0,None,0,2,4,26-40
37,Salary,1,629,26790,7662,424,3,11,UPI,3505,17,1,0,8.25,13.08,1,1,0,0,2,1,Phishing,1,1,6,26-40
58,Salary,3,4681,95395,13078,678,3,10,NEFT,531,10,6,1,0.78,0.56,0,2,0,0,0,0,None,0,1,5,41-60
37,Salary,1,3241,177817,36668,1879,1,20,IMPS,168774,22,3,0,50.0,94.91,0,3,1,0,0,0,Account_Takeover,1,1,4,26-40
34,Salary,1,409,55789,15009,1465,3,12,CASH_OUT,3019,10,3,0,2.06,5.41,0,1,0,0,3,0,None,0,1,2,26-40
52,Savings,2,3238,73825,15920,3099,1,11,UPI,42252,14,3,0,13.63,57.23,0,1,0,0,0,1,Phishing,1,2,6,41-60
42,Salary,1,2608,141495,15440,1938,3,16,NEFT,134938,23,5,1,50.0,95.37,0,3,0,0,0,0,Account_Takeover,1,1,5,41-60
66,Savings,2,1718,136257,32453,2654,5,9,NEFT,961,5,3,0,0.36,0.71,0,1,0,0,2,1,None,0,2,5,60+
24,Savings,2,1224,174232,55536,6759,1,15,DEBIT_CARD,16521,17,4,0,2.44,9.48,0,1,0,0,2,0,None,0,2,3,18-25
25,Current,2,4603,78951,13054,1941,2,9,IMPS,2168,8,4,0,1.12,2.75,0,1,0,0,7,0,None,0,0,4,18-25
26,Salary,1,4523,104806,35350,2103,4,8,BILL_PAY,794,7,5,1,0.38,0.76,0,2,0,0,0,0,None,0,1,0,26-40
66,Salary,1,372,152687,21369,1443,3,19,UPI,1985,20,5,1,1.37,1.3,0,2,0,0,0,0,None,0,1,6,60+
27,Savings,2,3101,87643,12831,1428,2,19,UPI,671,21,1,0,0.47,0.77,0,2,0,0,2,0,None,0,2,6,26-40
37,Salary,2,2590,84502,13569,1702,2,8,IMPS,1115,7,5,1,0.65,1.32,0,2,0,0,0,0,None,0,1,4,26-40
61,Salary,1,1984,173839,18752,988,4,14,UPI,954,15,4,0,0.96,0.55,0,1,0,0,1,0,None,0,1,6,60+
33,Savings,1,3750,188285,55219,4212,3,19,UPI,7822,18,6,1,1.86,4.15,0,2,0,0,2,0,None,0,2,6,26-40
30,Savings,1,133,119442,24417,2819,2,14,UPI,5996,15,2,0,2.13,5.02,0,3,0,0,0,0,None,0,2,6,26-40
35,Savings,2,2426,153292,46183,2788,2,8,NEFT,6034,6,0,0,2.16,3.94,0,4,1,0,0,0,None,0,2,5,26-40
50,Savings,1,4225,258850,80916,5902,3,13,IMPS,198716,3,0,0,33.66,76.77,0,4,1,0,0,0,Account_Takeover,1,2,4,41-60
53,Savings,3,1234,73455,4842,268,1,11,UPI,656,7,5,1,2.44,0.89,0,2,0,0,0,0,None,0,2,6,41-60
30,Savings,3,4488,101526,12509,849,4,13,NEFT,1119,15,3,0,1.32,1.1,0,1,0,0,2,0,None,0,2,5,26-40
50,Current,3,397,136851,31621,2712,1,9,UPI,1209,8,6,1,0.45,0.88,0,1,0,0,7,0,None,0,0,6,41-60
22,Savings,1,2781,67154,12293,2397,1,11,CASH_OUT,757,10,0,0,0.32,1.13,0,2,0,0,2,0,None,0,2,2,18-25
19,Salary,2,1694,130490,24615,4042,1,10,BILL_PAY,9612,12,2,0,2.38,7.37,0,1,0,0,0,0,None,0,1,0,18-25
63,Current,2,1033,435368,124035,19208,1,15,IMPS,38122,13,1,0,1.98,8.76,0,2,0,0,3,0,None,0,0,4,60+
56,Savings,2,652,165710,46582,2971,2,19,NEFT,2640,16,2,0,0.89,1.59,0,1,0,0,14,0,None,0,2,5,41-60
27,Current,2,1208,289016,98860,13394,3,21,CASH_OUT,4831,20,6,1,0.36,1.67,0,4,0,0,1,0,None,0,0,2,26-40
41,Savings,1,419,31884,4371,236,2,11,UPI,211,7,2,0,0.89,0.66,0,1,0,0,14,0,None,0,2,6,41-60
48,Savings,1,1595,15233,1508,251,2,18,NEFT,395,19,4,0,1.57,2.59,0,4,0,0,7,0,None,0,2,5,41-60
33,Savings,2,1556,5532,661,53,2,18,DEBIT_CARD,32,17,0,0,0.59,0.58,0,1,1,0,2,0,None,0,2,3,26-40
24,Salary,2,2453,24564,6799,481,1,13,IMPS,628,10,0,0,1.3,2.56,0,2,1,0,0,0,None,0,1,4,18-25
44,Current,1,4713,249621,13968,758,5,10,UPI,1037,8,5,1,1.37,0.42,0,1,0,0,1,0,None,0,0,6,41-60
63,Savings,3,3840,181845,59131,4418,3,18,UPI,2817,19,3,0,0.64,1.55,0,1,0,0,7,0,None,0,2,6,60+
30,Current,1,3172,382557,124392,7608,1,9,NEFT,2818,10,4,0,0.37,0.74,0,1,0,0,0,0,None,0,0,5,26-40
